,1907-10-01 00:00:00,108,13.5,7.9,20.7
107,1908-01-17,108,-6.5,-11.3,-3.6
108,1908-01-18,108,1.1,-3.9,2.8
109,1908-01-19,108,1.7,1.3,2.8
110,1908-01-20,108,-1.1,-7.4,2.3
111,1908-01-21,108,-9.1,-11.2,-6.1
112,1908-01-22,108,-9.7,-14.3,-5.1
113,1908-01-23,108,-7.1,-13.4,-2.7
114,1908-01-24,108,-2.0,-4.7,0.1
115,1908-01-25,108,-1.2,-2.4,0.3
116,1908-01-26,108,-4.1,-6.4,-0.6
117,1908-01-27,108,-4.4,-9.9,0.0
118,1908-01-28,108,-6.1,-10.8,-1.3
119,1908-01-29,108,-3.5,-10.7,0.8
120,1908-01-30,108,-1.1,-2.2,0.8
121,1908-01-31,108,1.4,-2.4,6.2
122,1908-02-01,108,-2.2,-6.4,1.6
123,1908-02-02,108,-3.1,-7.5,-0.2
124,1908-02-03,108,-8.0,-10.8,-5.4
125,1908-02-04,108,-7.0,-10.3,-4.1
126,1908-02-05,108,-8.5,-11.6,-5.5
127,1908-02-06,108,-10.4,-13.3,-5.7
128,1908-02-07,108,-9.6,-15.8,-3.7
129,1908-02-08,108,-5.0,-11.3,1.3
130,1908-02-09,108,-7.6,-11.4,-4.1
131,1908-02-10,108,-7.0,-10.6,-2.5
132,1908-02-11,108,-6.4,-9.9,-2.8
133,1908-02-12,108,-7.0,-12.4,-1.2
134,1908-02-13,108,-5.3,-12.3,1.3
135,1908-02-14,108,-3.3,-7.5,2.3
136,1908-02-15,108,-3.9,-9.8,2.0
137,1908-02-16,108,-5.2,-8.8,-1.4
138,1908-02-17,108,-7.5,-13.0,-1.6
139,1908-02-18,108,-5.6,-12.9,0.3
140,1908-02-19,108,-3.3,-11.0,5.5
141,1908-02-20,108,-0.7,-8.4,7.3
142,1908-02-21,108,-0.4,-4.7,5.1
143,1908-02-22,108,-0.1,-3.8,5.4
144,1908-02-23,108,-2.6,-6.2,2.7
145,1908-02-24,108,-3.6,-7.8,1.7
146,1908-02-25,108,-4.1,-8.7,0.8
147,1908-02-26,108,-2.3,-7.9,4.1
148,1908-02-27,108,2.3,-6.3,8.4
149,1908-02-28,108,5.1,2.6,6.3
150,1908-02-29,108,4.6,3.5,5.6
151,1908-03-01,108,0.7,-4.8,4.0
152,1908-03-02,108,-3.8,-7.4,0.1
153,1908-03-03,108,1.9,-2.7,4.9
154,1908-03-04,108,2.0,0.8,4.0
155,1908-03-05,108,3.0,-0.2,7.9
156,1908-03-06,108,3.3,-0.5,7.9
157,1908-03-07,108,0.6,-1.6,2.2
158,1908-03-08,108,-1.8,-4.9,1.9
159,1908-03-09,108,-1.2,-3.5,1.5
160,1908-03-10,108,-0.6,-1.8,1.5
161,1908-03-11,108,-1.9,-4.5,1.8
162,1908-03-12,108,-1.7,-5.3,2.6
163,1908-03-13,108,-1.3,-5.9,3.8
164,1908-03-14,108,0.0,-5.2,6.7
165,1908-03-15,108,4.7,-2.2,11.8
166,1908-03-16,108,6.0,-1.4,13.5
167,1908-03-17,108,9.1,3.8,15.7
168,1908-03-18,108,4.6,0.7,10.7
169,1908-03-19,108,2.0,-1.3,7.9
170,1908-03-20,108,0.1,-3.9,4.3
171,1908-03-21,108,1.4,-1.8,6.0
172,1908-03-22,108,2.9,-4.5,12.5
173,1908-03-23,108,7.9,-0.4,17.0
174,1908-03-24,108,7.7,2.7,14.7
175,1908-03-25,108,5.4,-0.3,11.4
176,1908-03-26,108,3.3,-2.2,7.4
177,1908-03-27,108,0.8,-5.8,8.0
178,1908-03-28,108,8.1,-1.8,15.5
179,1908-03-29,108,12.7,7.4,18.2
180,1908-03-30,108,8.1,5.3,11.4
181,1908-03-31,108,6.5,-0.2,13.2
182,1908-04-01,108,8.5,5.1,14.8
183,1908-04-02,108,8.3,4.1,14.9
184,1908-04-03,108,8.4,4.4,11.1
185,1908-04-04,108,11.3,7.5,15.0
186,1908-04-05,108,7.4,6.5,9.9
187,1908-04-06,108,6.8,4.6,10.6
188,1908-04-07,108,6.5,-0.7,13.6
189,1908-04-08,108,10.2,4.8,17.2
190,1908-04-09,108,10.5,5.1,16.9
191,1908-04-10,108,10.9,6.6,17.1
192,1908-04-11,108,10.4,7.1,13.6
193,1908-04-12,108,8.6,6.9,9.4
194,1908-04-13,108,7.7,2.9,14.1
195,1908-04-14,108,7.1,0.1,14.8
196,1908-04-15,108,8.9,0.6,18.6
197,1908-04-16,108,8.4,4.2,14.4
198,1908-04-17,108,9.8,1.9,18.8
199,1908-04-18,108,11.0,2.0,20.4
200,1908-04-19,108,11.8,3.0,22.7
201,1908-04-20,108,14.4,4.7,22.9
202,1908-04-21,108,14.0,11.3,17.4
203,1908-04-22,108,14.2,10.2,21.1
204,1908-04-23,108,14.0,5.3,21.6
205,1908-04-24,108,10.8,4.2,20.9
206,1908-04-25,108,8.0,3.4,13.3
207,1908-04-26,108,10.1,6.4,16.4
208,1908-04-27,108,9.4,4.4,14.2
209,1908-04-28,108,9.0,2.2,17.1
210,1908-04-29,108,10.8,1.5,19.6
211,1908-04-30,108,14.6,7.1,22.2
212,1908-05-01,108,16.3,8.1,24.2
213,1908-05-02,108,12.3,9.9,16.1
214,1908-05-03,108,13.6,9.7,19.0
215,1908-05-04,108,12.3,5.2,20.1
216,1908-05-05,108,13.9,8.2,20.5
217,1908-05-06,108,15.0,7.9,22.9
218,1908-05-07,108,16.9,9.8,24.6
219,1908-05-08,108,17.1,11.2,24.3
220,1908-05-09,108,17.3,13.3,23.5
221,1908-05-10,108,18.0,13.6,24.9
222,1908-05-11,108,13.0,10.2,17.9
223,1908-05-12,108,9.2,7.6,14.3
224,1908-05-13,108,12.3,6.3,17.3
225,1908-05-14,108,12.5,5.7,20.1
226,1908-05-15,108,14.8,5.5,24.0
227,1908-05-16,108,13.3,10.9,18.5
228,1908-05-17,108,14.0,11.1,18.0
229,1908-05-18,108,15.2,8.2,23.2
230,1908-05-19,108,16.7,10.9,24.2
231,1908-05-20,108,15.7,12.7,21.0
232,1908-05-21,108,15.9,8.9,24.1
233,1908-05-22,108,13.8,12.4,18.0
234,1908-05-23,108,13.6,10.8,19.2
235,1908-05-24,108,14.2,9.5,19.5
236,1908-05-25,108,16.7,10.2,25.2
237,1908-05-26,108,16.8,12.3,22.1
238,1908-05-27,108,16.7,15.0,18.5
239,1908-05-28,108,16.9,13.1,20.8
240,1908-05-29,108,15.9,11.2,21.4
241,1908-05-30,108,16.9,10.6,24.5
242,1908-05-31,108,13.6,10.4,23.5
243,1908-06-01,108,18.8,13.5,26.2
244,1908-06-02,108,19.4,13.0,28.0
245,1908-06-03,108,20.3,14.3,28.3
246,1908-06-04,108,20.0,12.7,29.1
247,1908-06-05,108,18.0,14.4,24.9
248,1908-06-06,108,19.1,15.8,24.8
249,1908-06-07,108,18.9,15.3,24.8
250,1908-06-08,108,19.3,11.6,27.5
251,1908-06-09,108,20.7,12.6,28.9
252,1908-06-10,108,20.3,14.5,27.5
253,1908-06-11,108,21.5,15.9,28.9
254,1908-06-12,108,19.7,17.0,24.5
255,1908-06-13,108,20.8,16.6,26.1
256,1908-06-14,108,21.2,17.0,27.6
257,1908-06-15,108,23.1,17.3,29.5
258,1908-06-16,108,21.2,18.1,26.5
259,1908-06-17,108,21.1,15.5,27.0
260,1908-06-18,108,18.8,17.0,23.5
261,1908-06-19,108,17.6,16.6,21.2
262,1908-06-20,108,20.3,16.8,25.8
263,1908-06-21,108,21.6,16.7,28.0
264,1908-06-22,108,23.6,18.6,29.1
265,1908-06-23,108,24.4,18.3,32.4
266,1908-06-24,108,23.7,19.5,31.0
267,1908-06-25,108,20.1,18.7,22.1
268,1908-06-26,108,22.9,18.5,29.4
269,1908-06-27,108,23.7,19.3,29.6
270,1908-06-28,108,20.6,19.5,23.0
271,1908-06-29,108,22.1,19.3,26.4
272,1908-06-30,108,19.5,16.3,23.5
273,1908-07-01,108,20.1,15.9,23.7
274,1908-07-02,108,20.3,16.7,25.9
275,1908-07-03,108,22.3,16.6,28.5
276,1908-07-04,108,20.2,18.2,23.0
277,1908-07-05,108,20.7,16.5,26.5
278,1908-07-06,108,21.3,14.7,27.2
279,1908-07-07,108,23.5,17.3,30.3
280,1908-07-08,108,23.1,19.5,27.6
281,1908-07-09,108,20.9,19.7,23.2
282,1908-07-10,108,20.9,19.7,22.3
283,1908-07-11,108,23.8,20.1,29.2
284,1908-07-12,108,24.8,19.8,30.4
285,1908-07-13,108,24.3,20.7,29.6
286,1908-07-14,108,25.3,20.0,31.2
287,1908-07-15,108,23.0,20.6,26.5
288,1908-07-16,108,23.3,18.8,29.7
289,1908-07-17,108,24.2,19.7,30.3
290,1908-07-18,108,24.6,19.5,31.5
291,1908-07-19,108,25.9,21.8,29.4
292,1908-07-20,108,22.5,20.5,26.0
293,1908-07-21,108,21.1,19.8,22.2
294,1908-07-22,108,22.9,21.6,25.3
295,1908-07-23,108,24.5,22.5,28.3
296,1908-07-24,108,26.6,22.4,32.9
297,1908-07-25,108,25.5,23.7,27.8
298,1908-07-26,108,24.7,23.2,27.0
299,1908-07-27,108,24.8,23.0,27.5
300,1908-07-28,108,26.3,23.3,29.7
301,1908-07-29,108,26.6,24.7,29.8
302,1908-07-30,108,24.8,23.8,26.7
303,1908-07-31,108,24.9,23.6,27.8
304,1908-08-01,108,26.2,24.4,29.6
305,1908-08-02,108,26.4,23.3,30.7
306,1908-08-03,108,26.9,24.2,32.0
307,1908-08-04,108,26.3,22.6,31.5
308,1908-08-05,108,27.3,23.6,32.4
309,1908-08-06,108,27.5,23.7,33.6
310,1908-08-07,108,26.0,23.4,30.9
311,1908-08-08,108,24.6,20.7,29.5
312,1908-08-09,108,22.4,19.8,26.7
313,1908-08-10,108,24.7,22.0,26.8
314,1908-08-11,108,25.4,21.9,30.5
315,1908-08-12,108,25.2,22.2,30.5
316,1908-08-13,108,24.9,22.1,29.0
317,1908-08-14,108,25.2,23.0,28.9
318,1908-08-15,108,25.5,21.7,30.4
319,1908-08-16,108,25.2,21.1,31.7
320,1908-08-17,108,25.6,21.1,32.0
321,1908-08-18,108,25.6,20.3,33.3
322,1908-08-19,108,25.8,21.0,32.5
323,1908-08-20,108,27.1,21.8,33.5
324,1908-08-21,108,25.9,23.5,31.1
325,1908-08-22,108,23.3,20.7,26.7
326,1908-08-23,108,22.6,19.6,26.1
327,1908-08-24,108,22.8,18.1,27.5
328,1908-08-25,108,19.1,18.0,23.9
329,1908-08-26,108,19.7,18.0,21.3
330,1908-08-27,108,20.2,19.0,23.3
331,1908-08-28,108,22.0,19.1,26.0
332,1908-08-29,108,21.9,18.1,27.7
333,1908-08-30,108,21.2,14.8,27.9
334,1908-08-31,108,21.8,17.5,27.2
335,1908-09-01,108,21.3,16.5,27.1
336,1908-09-02,108,21.7,17.0,26.8
337,1908-09-03,108,21.7,17.0,26.8
338,1908-09-04,108,23.0,19.3,27.5
339,1908-09-05,108,23.8,19.6,28.7
340,1908-09-06,108,22.1,18.2,27.0
341,1908-09-07,108,21.1,17.9,28.0
342,1908-09-08,108,21.3,18.3,25.5
343,1908-09-09,108,20.9,17.9,26.7
344,1908-09-10,108,21.8,17.3,26.1
345,1908-09-11,108,19.7,17.9,23.4
346,1908-09-12,108,19.7,17.6,23.2
347,1908-09-13,108,18.9,14.8,23.7
348,1908-09-14,108,17.1,12.2,23.1
349,1908-09-15,108,18.7,13.5,24.4
350,1908-09-16,108,21.2,17.9,26.8
351,1908-09-17,108,20.5,15.6,25.6
352,1908-09-18,108,20.8,15.7,26.2
353,1908-09-19,108,18.8,16.2,22.2
354,1908-09-20,108,16.5,11.7,21.4
355,1908-09-21,108,18.1,12.2,24.2
356,1908-09-22,108,15.6,10.7,21.8
357,1908-09-23,108,15.8,11.6,20.5
358,1908-09-24,108,14.9,9.0,22.0
359,1908-09-25,108,16.7,9.3,25.0
360,1908-09-26,108,18.1,11.0,27.4
361,1908-09-27,108,18.5,11.4,27.4
362,1908-09-28,108,18.1,11.3,25.7
363,1908-09-29,108,17.9,12.3,23.8
364,1908-09-30,108,15.5,9.9,21.8
365,1908-10-01,108,13.8,8.7,19.0
366,1908-10-02,108,13.3,6.9,20.8
367,1908-10-03,108,14.7,8.5,22.0
368,1908-10-04,108,15.8,10.0,23.4
369,1908-10-05,108,16.4,11.0,23.0
370,1908-10-06,108,15.2,12.0,17.7
371,1908-10-07,108,15.2,9.6,21.4
372,1908-10-08,108,12.7,9.4,17.0
373,1908-10-09,108,13.6,6.5,19.9
374,1908-10-10,108,12.2,5.5,18.6
375,1908-10-11,108,11.8,4.8,19.2
376,1908-10-12,108,11.6,3.2,20.5
377,1908-10-13,108,13.0,4.1,22.5
378,1908-10-14,108,14.7,11.5,18.4
379,1908-10-15,108,16.4,10.4,23.2
380,1908-10-16,108,15.5,9.2,23.2
381,1908-10-17,108,14.4,8.5,20.7
382,1908-10-18,108,14.7,7.5,22.3
383,1908-10-19,108,15.3,8.6,23.2
384,1908-10-20,108,14.7,9.0,21.5
385,1908-10-21,108,15.0,7.2,24.4
386,1908-10-22,108,15.9,7.5,25.3
387,1908-10-23,108,17.5,8.2,22.3
388,1908-10-24,108,18.5,14.7,23.9
389,1908-10-25,108,14.4,13.3,17.2
390,1908-10-26,108,15.1,11.8,18.1
391,1908-10-27,108,13.2,5.7,17.3
392,1908-10-28,108,6.4,2.2,11.8
393,1908-10-29,108,6.6,2.2,12.9
394,1908-10-30,108,6.3,-0.3,13.6
395,1908-10-31,108,7.4,0.0,13.7
396,1908-11-01,108,8.9,2.0,16.4
397,1908-11-02,108,10.7,6.5,17.3
398,1908-11-03,108,10.9,4.2,18.9
399,1908-11-04,108,13.9,6.6,18.6
400,1908-11-05,108,14.3,10.1,18.9
401,1908-11-06,108,9.0,4.4,13.8
402,1908-11-07,108,4.1,0.8,8.0
403,1908-11-08,108,0.5,-4.1,6.0
404,1908-11-09,108,-1.7,-5.3,3.3
405,1908-11-10,108,2.1,-2.8,6.6
406,1908-11-11,108,0.9,-3.2,5.7
407,1908-11-12,108,-0.2,-3.7,3.3
408,1908-11-13,108,2.0,-6.1,7.5
409,1908-11-14,108,0.0,-2.9,3.4
410,1908-11-15,108,-1.2,-6.6,5.3
411,1908-11-16,108,1.8,-6.4,6.8
412,1908-11-17,108,2.8,-2.6,9.7
413,1908-11-18,108,6.5,-0.7,11.2
414,1908-11-19,108,11.5,7.3,15.2
415,1908-11-20,108,10.9,4.1,15.1
416,1908-11-21,108,1.9,-0.8,6.7
417,1908-11-22,108,0.4,-4.3,5.1
418,1908-11-23,108,-2.2,-5.9,2.8
419,1908-11-24,108,1.1,-7.6,7.8
420,1908-11-25,108,6.1,1.5,12.6
421,1908-11-26,108,1.3,-3.2,6.7
422,1908-11-27,108,-4.3,-6.1,-1.5
423,1908-11-28,108,-2.3,-8.6,4.8
424,1908-11-29,108,-0.9,-7.2,4.7
425,1908-11-30,108,-0.1,-4.1,4.9
426,1908-12-01,108,-1.9,-6.8,3.5
427,1908-12-02,108,1.8,-6.3,9.3
428,1908-12-03,108,-1.8,-5.7,2.7
429,1908-12-04,108,1.2,-6.1,7.8
430,1908-12-05,108,4.5,-1.8,9.6
431,1908-12-06,108,0.7,-5.5,6.8
432,1908-12-07,108,-0.2,-3.1,3.2
433,1908-12-08,108,-1.4,-5.9,3.6
434,1908-12-09,108,-1.4,-6.6,6.4
435,1908-12-10,108,-0.7,-7.4,6.5
436,1908-12-11,108,2.1,-3.2,8.8
437,1908-12-12,108,3.3,-2.7,8.4
438,1908-12-13,108,2.9,-2.5,9.9
439,1908-12-14,108,4.6,-0.6,11.7
440,1908-12-15,108,-1.7,-5.0,1.8
441,1908-12-16,108,-1.2,-7.5,5.4
442,1908-12-17,108,0.8,-6.1,6.3
443,1908-12-18,108,-7.7,-11.2,-3.1
444,1908-12-19,108,-2.8,-7.2,1.5
445,1908-12-20,108,-5.7,-11.2,0.4
446,1908-12-21,108,-1.8,-7.6,4.5
447,1908-12-22,108,-0.8,-4.7,2.1
448,1908-12-23,108,-6.2,-9.9,-2.0
449,1908-12-24,108,-2.5,-9.9,1.4
450,1908-12-25,108,-0.3,-6.6,6.3
451,1908-12-26,108,1.8,-2.5,7.9
452,1908-12-27,108,0.9,-4.6,8.5
453,1908-12-28,108,0.4,-3.8,4.5
454,1908-12-29,108,0.7,-2.7,4.8
455,1908-12-30,108,-5.4,-9.2,-1.0
456,1908-12-31,108,-7.5,-12.7,-3.0
457,1909-01-01,108,-7.4,-10.8,-3.5
458,1909-01-02,108,-0.9,-6.2,2.5
459,1909-01-03,108,2.4,0.1,5.0
460,1909-01-04,108,2.4,-3.0,7.6
461,1909-01-05,108,1.2,-1.9,4.7
462,1909-01-06,108,-0.9,-3.4,1.5
463,1909-01-07,108,-3.2,-8.1,1.4
464,1909-01-08,108,-5.5,-9.1,-0.1
465,1909-01-09,108,-4.3,-8.4,0.3
466,1909-01-10,108,-3.4,-8.3,1.5
467,1909-01-11,108,-3.8,-10.4,3.3
468,1909-01-12,108,-0.3,-3.8,1.9
469,1909-01-13,108,-3.2,-6.9,0.2
470,1909-01-14,108,-2.9,-9.2,3.0
471,1909-01-15,108,-3.0,-7.4,2.1
472,1909-01-16,108,-3.7,-10.3,1.7
473,1909-01-17,108,0.1,-4.8,5.5
474,1909-01-18,108,2.5,-1.1,5.2
475,1909-01-19,108,-0.4,-5.5,2.8
476,1909-01-20,108,-4.3,-7.9,0.2
477,1909-01-21,108,-6.6,-9.9,-2.2
478,1909-01-22,108,-7.2,-13.6,-2.3
479,1909-01-23,108,-4.2,-12.1,0.7
480,1909-01-24,108,0.5,-4.0,4.5
481,1909-01-25,108,-1.6,-6.0,2.9
482,1909-01-26,108,-2.3,-6.0,2.2
483,1909-01-27,108,-4.5,-10.5,0.0
484,1909-01-28,108,-2.5,-6.3,2.0
485,1909-01-29,108,-4.8,-10.8,1.5
486,1909-01-30,108,-4.0,-10.8,1.4
487,1909-01-31,108,-2.0,-8.7,4.7
488,1909-02-01,108,-1.7,-8.2,5.8
489,1909-02-02,108,0.6,-5.4,6.2
490,1909-02-03,108,-0.2,-3.4,4.6
491,1909-02-04,108,-4.6,-8.3,-1.3
492,1909-02-05,108,-3.5,-7.5,2.0
493,1909-02-06,108,-8.8,-11.7,-4.7
494,1909-02-07,108,-7.9,-13.2,-2.7
495,1909-02-08,108,-3.6,-11.2,2.2
496,1909-02-09,108,-1.9,-8.8,4.4
497,1909-02-10,108,-0.3,-7.8,5.2
498,1909-02-11,108,-3.9,-8.2,2.6
499,1909-02-12,108,-6.9,-11.5,-1.6
500,1909-02-13,108,-4.1,-12.7,3.6
501,1909-02-14,108,2.6,-4.5,8.8
502,1909-02-15,108,-1.4,-4.6,3.8
503,1909-02-16,108,-3.3,-6.4,1.0
504,1909-02-17,108,-4.6,-10.3,0.9
505,1909-02-18,108,2.2,-7.3,8.2
506,1909-02-19,108,0.8,-8.3,5.9
507,1909-02-20,108,-8.7,-10.9,-4.9
508,1909-02-21,108,-9.5,-12.7,-5.5
509,1909-02-22,108,-7.7,-12.8,-3.3
510,1909-02-23,108,-6.6,-12.4,-1.2
511,1909-02-24,108,-2.6,-9.0,3.6
512,1909-02-25,108,-1.9,-4.5,1.7
513,1909-02-26,108,-3.2,-8.2,0.7
514,1909-02-27,108,-1.3,-6.6,4.9
515,1909-02-28,108,0.9,-5.6,7.3
516,1909-03-01,108,2.6,-1.8,8.4
517,1909-03-02,108,-0.1,-4.2,4.4
518,1909-03-03,108,-2.7,-8.7,4.5
519,1909-03-04,108,-0.3,-6.6,8.0
520,1909-03-05,108,1.4,-6.1,8.8
521,1909-03-06,108,0.6,-2.5,3.4
522,1909-03-07,108,0.0,-5.0,6.4
523,1909-03-08,108,1.1,-4.5,8.8
524,1909-03-09,108,4.1,-3.3,9.1
525,1909-03-10,108,7.3,4.2,13.9
526,1909-03-11,108,7.6,-0.4,15.2
527,1909-03-12,108,3.7,1.3,7.6
528,1909-03-13,108,0.6,-2.8,5.5
529,1909-03-14,108,-3.3,-5.6,-0.2
530,1909-03-15,108,-3.5,-8.0,2.6
531,1909-03-16,108,-0.8,-5.7,4.0
532,1909-03-17,108,-1.6,-4.8,3.0
533,1909-03-18,108,-1.6,-7.1,4.1
534,1909-03-19,108,3.3,-4.8,9.3
535,1909-03-20,108,6.7,2.1,11.3
536,1909-03-21,108,0.8,-3.2,6.1
537,1909-03-22,108,4.9,-3.6,12.1
538,1909-03-23,108,4.8,3.0,7.4
539,1909-03-24,108,-0.3,-2.7,3.0
540,1909-03-25,108,-1.7,-3.4,1.8
541,1909-03-26,108,-1.3,-6.9,3.0
542,1909-03-27,108,1.3,-4.4,6.0
543,1909-03-28,108,4.2,0.7,8.5
544,1909-03-29,108,5.1,0.7,11.8
545,1909-03-30,108,5.0,-2.1,13.5
546,1909-03-31,108,6.8,-1.6,15.0
547,1909-04-01,108,7.4,2.2,12.5
548,1909-04-02,108,8.8,-1.0,18.9
549,1909-04-03,108,10.8,1.8,19.8
550,1909-04-04,108,12.6,5.9,21.3
551,1909-04-05,108,12.4,5.4,20.4
552,1909-04-06,108,6.7,2.5,10.0
553,1909-04-07,108,4.0,-1.6,9.3
554,1909-04-08,108,7.9,1.2,15.2
555,1909-04-09,108,10.3,2.9,17.8
556,1909-04-10,108,4.8,0.4,9.0
557,1909-04-11,108,3.7,-1.0,9.3
558,1909-04-12,108,11.1,-0.9,20.2
559,1909-04-13,108,18.1,13.5,22.5
560,1909-04-14,108,10.8,5.3,17.5
561,1909-04-15,108,5.9,1.1,11.8
562,1909-04-16,108,6.3,-1.6,14.6
563,1909-04-17,108,13.0,4.4,20.5
564,1909-04-18,108,11.1,7.9,14.3
565,1909-04-19,108,9.1,5.8,12.3
566,1909-04-20,108,11.1,6.4,16.7
567,1909-04-21,108,10.7,7.0,17.2
568,1909-04-22,108,9.9,5.4,16.2
569,1909-04-23,108,10.6,1.9,19.1
570,1909-04-24,108,12.0,6.1,19.0
571,1909-04-25,108,14.8,5.3,23.3
572,1909-04-26,108,15.5,11.0,21.8
573,1909-04-27,108,15.6,13.6,17.8
574,1909-04-28,108,14.5,12.6,17.2
575,1909-04-29,108,11.3,9.4,15.2
576,1909-04-30,108,10.6,6.1,16.9
577,1909-05-01,108,12.3,5.7,19.3
578,1909-05-02,108,12.9,6.9,19.9
579,1909-05-03,108,13.6,10.9,15.4
580,1909-05-04,108,17.0,13.7,21.8
581,1909-05-05,108,15.8,12.5,21.6
582,1909-05-06,108,11.5,10.1,14.3
583,1909-05-07,108,12.3,9.4,17.9
